date,nav
2016-11-25,111.8136
2016-11-24,111.9273
2016-11-23,111.4869
2016-11-22,111.238
2016-11-21,111.1909
2016-11-18,110.5725
2016-11-17,110.6384
2016-11-16,110.5752
2016-11-15,110.1181
2016-11-11,109.296
2016-11-10,109.4413
2016-11-09,109.2599
2016-11-08,108.8634
2016-11-07,108.7893
2016-11-04,108.7182
2016-11-03,108.7661
2016-11-02,108.7783
2016-11-01,108.7848
2016-10-28,109.429
2016-10-27,109.4235
2016-10-26,109.4544
2016-10-25,109.4423
2016-10-24,109.4992
2016-10-21,109.4487
2016-10-20,109.4446
2016-10-19,109.4829
2016-10-18,109.4869
2016-10-17,109.4022
2016-10-14,109.3934
2016-10-13,109.4822
2016-10-10,109.5076
2016-10-07,109.3288
2016-10-06,109.4201
2016-10-05,109.4473
2016-10-04,109.1116
2016-10-03,108.9074
2016-09-30,109.4404
2016-09-29,109.3326
2016-09-28,109.5689
2016-09-27,109.5043
2016-09-26,109.4134
2016-09-23,109.1972
2016-09-22,109.0889
2016-09-21,108.8293
2016-09-20,108.7512
2016-09-19,108.7633
2016-09-16,108.7293
2016-09-15,108.6671
2016-09-14,108.6109
2016-09-12,108.6333
2016-09-09,108.6779
2016-09-08,108.6403
2016-09-07,108.5919
2016-09-06,108.3879
2016-09-02,108.2377
2016-09-01,108.243
2016-08-31,108.2375
2016-08-30,108.2062
2016-08-29,108.1335
2016-08-26,108.6777
2016-08-25,108.642
2016-08-24,108.5475
2016-08-23,108.4192
2016-08-22,108.3934
2016-08-19,108.5136
2016-08-18,108.4062
2016-08-16,108.5307
2016-08-12,108.4732
2016-08-11,108.4819
2016-08-10,108.286
2016-08-09,108.1077
2016-08-08,107.8506
2016-08-05,107.77
2016-08-04,107.7123
2016-08-03,107.6103
2016-08-02,107.699
2016-08-01,107.7968
2016-07-29,108.4178
2016-07-28,108.31
2016-07-27,107.9722
2016-07-26,107.9515
2016-07-25,107.9079
2016-07-22,107.7979
2016-07-21,107.7112
2016-07-20,107.6268
2016-07-19,107.5172
2016-07-18,107.4119
2016-07-15,107.3985
2016-07-14,107.3396
2016-07-13,107.2821
2016-07-12,107.0362
2016-07-11,106.7689
2016-07-08,106.6759
2016-07-07,106.6303
2016-07-05,106.5294
2016-07-04,106.339
2016-07-01,106.2559
2016-06-30,106.1105
2016-06-29,106.0591
2016-06-28,105.9842
2016-06-27,105.95
2016-06-24,106.456
2016-06-23,106.4403
2016-06-22,106.3872
2016-06-21,106.3178
2016-06-20,106.2601
2016-06-17,106.2219
2016-06-16,106.1947
2016-06-15,106.1326
2016-06-14,106.0996
2016-06-13,106.0715
2016-06-10,106.0879
2016-06-09,106.0662
2016-06-08,106.0381
2016-06-07,106.0207
2016-06-06,106.0142
2016-06-03,105.9072
2016-06-02,105.8788
2016-06-01,105.8463
2016-05-31,105.8629
2016-05-30,105.8542
2016-05-27,106.4366
2016-05-26,106.413
2016-05-25,106.4129
2016-05-24,106.39
2016-05-23,106.3665
2016-05-20,106.2736
2016-05-19,106.2905
2016-05-18,106.2419
2016-05-17,106.2572
2016-05-16,106.2448
2016-05-13,106.1851
2016-05-12,106.1999
2016-05-11,106.1435
2016-05-10,106.1109
2016-05-09,106.074
2016-05-06,105.9769
2016-05-05,105.955
2016-05-04,105.9265
2016-05-03,105.8749
2016-05-02,105.8786
2016-04-29,106.5641
2016-04-28,106.5055
2016-04-27,106.4717
2016-04-26,106.4557
2016-04-25,106.4496
2016-04-22,106.403
2016-04-21,106.3374
2016-04-20,106.4396
2016-04-18,106.4329
2016-04-13,106.275
2016-04-12,106.3786
2016-04-11,106.3114
2016-04-07,106.1026
2016-04-06,105.9721
2016-04-05,105.8842
2016-04-04,105.8472
2016-03-31,105.4707
2016-03-30,105.2135
2016-03-29,105.1879
2016-03-28,105.9509
2016-03-23,105.7504
2016-03-22,105.7425
2016-03-21,105.7396
2016-03-18,105.5025
2016-03-17,105.4572
2016-03-16,105.1761
2016-03-15,105.0247
2016-03-14,104.898
2016-03-11,104.6751
2016-03-10,104.6402
2016-03-09,104.596
2016-03-08,104.5542
2016-03-04,104.4497
2016-03-03,104.2637
2016-03-02,104.3149
2016-03-01,104.3087
2016-02-29,104.2251
2016-02-26,103.958
2016-02-25,103.8148
2016-02-24,104.0725
2016-02-23,104.1404
2016-02-22,104.3775
2016-02-18,104.4345
2016-02-17,104.3754
2016-02-16,104.4512
2016-02-15,104.5839
2016-02-12,104.6261
2016-02-11,104.6479
2016-02-10,104.6542
2016-02-09,104.6357
2016-02-08,104.6545
2016-02-05,104.6222
2016-02-04,104.5574
2016-02-03,104.4775
2016-02-02,104.5293
2016-02-01,104.6825
2016-01-29,105.3895
2016-01-28,105.2958
2016-01-27,105.3303
2016-01-25,105.2589
2016-01-22,105.2677
2016-01-21,105.3254
2016-01-20,105.1989
2016-01-19,105.1165
2016-01-18,104.9962
2016-01-15,104.9599
2016-01-14,105.046
2016-01-13,105.0922
2016-01-12,105.135
2016-01-11,105.191
2016-01-08,105.1815
2016-01-07,105.1399
2016-01-06,105.0724
2016-01-05,105.0337
2016-01-04,104.9764
2016-01-01,104.8646
2015-12-31,104.7526
2015-12-30,104.7343
2015-12-29,104.6647
2015-12-28,105.3778
2015-12-23,105.3059
2015-12-22,105.2054
2015-12-21,105.1467
2015-12-18,105.1908
2015-12-17,105.2408
2015-12-16,105.1685
2015-12-15,105.0183
2015-12-14,105.0116
2015-12-11,105.0414
2015-12-10,105.0225
2015-12-09,105.0049
2015-12-08,104.9862
2015-12-07,105.0561
2015-12-04,105.0169
2015-12-03,105.1187
2015-12-02,104.9809
2015-12-01,104.9806
2015-11-30,104.8231
2015-11-27,105.451
2015-11-26,105.5321
2015-11-24,105.5358
2015-11-23,105.4772
2015-11-20,105.4572
2015-11-19,105.518
2015-11-18,105.4947
2015-11-17,105.493
2015-11-16,105.5209
2015-11-13,105.4452
2015-11-10,105.2938
2015-11-09,105.2079
2015-11-06,105.2571
2015-11-05,105.255
2015-11-04,105.2916
2015-11-03,105.3391
2015-11-02,105.3287
2015-10-30,105.9579
2015-10-29,105.96
2015-10-28,106.0083
2015-10-27,105.947
2015-10-26,105.8992
2015-10-23,105.9147
2015-10-21,105.863
2015-10-20,105.8717
2015-10-19,105.8372
2015-10-16,105.7745
2015-10-15,105.7616
2015-10-14,105.7053
2015-10-13,105.6489
2015-10-12,105.6131
2015-10-09,105.6596
2015-10-08,105.6111
2015-10-07,105.5424
2015-10-06,105.5719
2015-10-05,105.5765
2015-10-01,105.3318
2015-09-30,105.3886
2015-09-29,105.0612
2015-09-28,105.2116
2015-09-24,105.1354
2015-09-23,105.0954
2015-09-22,105.0927
2015-09-21,105.1104
2015-09-18,105.0475
2015-09-16,104.8019
2015-09-15,104.8078
2015-09-14,104.7796
2015-09-11,104.6827
2015-09-10,104.6575
2015-09-09,104.7197
2015-09-08,104.6722
2015-09-07,104.5968
2015-09-04,104.6461
2015-09-03,104.6777
2015-09-02,104.699
2015-09-01,104.6949
2015-08-31,104.5841
2015-08-28,105.1912
2015-08-27,105.1885
2015-08-26,105.0925
2015-08-25,105.0083
2015-08-24,104.8452
2015-08-21,105.0698
2015-08-20,105.1643
2015-08-19,105.1211
2015-08-17,105.0639
2015-08-14,105.0048
2015-08-13,104.9367
2015-08-12,104.7561
2015-08-11,104.7264
2015-08-10,104.7032
2015-08-07,104.5932
2015-08-06,104.5785
2015-08-05,104.4789
2015-08-04,104.4652
2015-08-03,104.5267
2015-07-31,105.27
2015-07-30,105.1996
2015-07-29,105.1992
2015-07-28,105.1369
2015-07-27,104.9646
2015-07-24,104.8806
2015-07-23,104.8834
2015-07-22,104.8088
2015-07-21,104.7614
2015-07-20,104.7203
2015-07-17,104.6946
2015-07-16,104.651
2015-07-15,104.6421
2015-07-14,104.6096
2015-07-13,104.4829
2015-07-10,104.6519
2015-07-09,104.6066
2015-07-08,104.5887
2015-07-07,104.5591
2015-07-06,104.5732
2015-07-03,104.4017
2015-07-02,104.3081
2015-07-01,104.2115
2015-06-30,104.0546
2015-06-29,103.9468
2015-06-26,104.7444
2015-06-25,104.6897
2015-06-24,104.8029
2015-06-23,104.9241
2015-06-22,104.9582
2015-06-19,104.9563
2015-06-18,104.7325
2015-06-17,104.4269
2015-06-16,104.2364
2015-06-15,104.3148
2015-06-12,104.1629
2015-06-11,104.2005
2015-06-10,104.3691
2015-06-09,104.4637
2015-06-08,104.3445
2015-06-05,104.3198
2015-06-04,104.215
2015-06-03,104.3765
2015-06-02,104.4631
2015-06-01,104.764
2015-05-29,105.4845
2015-05-28,105.3881
2015-05-27,105.2992
2015-05-26,105.2657
2015-05-25,105.2846
2015-05-22,105.2357
2015-05-21,105.1757
2015-05-20,105.146
2015-05-19,105.0945
2015-05-18,104.9385
2015-05-15,104.7711
2015-05-14,104.7361
2015-05-13,104.7195
2015-05-12,104.733
2015-05-11,104.8002
2015-05-08,104.5483
2015-05-07,104.5397
2015-05-06,104.7505
2015-05-05,104.8567
2015-04-30,104.7717
2015-04-29,104.8853
2015-04-28,104.9329
2015-04-27,104.9123
2015-04-24,105.5053
2015-04-23,105.5166
2015-04-22,105.5416
2015-04-21,105.4853
2015-04-20,105.4406
2015-04-17,105.3801
2015-04-16,105.3807
2015-04-15,105.3653
2015-04-13,105.3168
2015-04-10,105.239
2015-04-09,105.219
2015-04-08,105.13
2015-04-07,105.15
2015-04-06,105.1441
2015-03-31,104.8933
2015-03-30,104.7372
2015-03-27,105.3007
2015-03-26,105.2541
2015-03-25,105.2401
2015-03-24,105.2226
2015-03-23,105.1886
2015-03-20,105.1469
2015-03-19,105.0803
2015-03-18,105.0169
2015-03-17,105.0258
2015-03-16,104.9762
2015-03-13,104.9136
2015-03-12,105.0218
2015-03-11,104.9639
2015-03-10,104.9732
2015-03-09,104.9969
2015-03-05,105.0266
2015-03-04,104.9971
2015-03-03,104.7835
2015-03-02,104.8267
2015-02-27,105.4064
2015-02-26,105.3562
2015-02-25,105.3602
2015-02-24,105.302
2015-02-23,105.2364
2015-02-20,105.1725
2015-02-18,105.1108
2015-02-16,105.078
2015-02-13,105.0086
2015-02-12,104.9271
2015-02-11,104.94
2015-02-10,104.9355
2015-02-09,104.9165
2015-02-06,104.9123
2015-02-05,104.9137
2015-02-04,104.914
2015-02-03,104.9636
2015-02-02,105.0323
2015-01-30,105.6675
2015-01-29,105.6587
2015-01-28,105.6265
2015-01-27,105.5741
2015-01-23,105.5061
2015-01-22,105.4757
2015-01-21,105.4436
2015-01-20,105.3594
2015-01-19,105.3506
2015-01-16,105.2734
2015-01-15,105.1247
2015-01-14,104.778
2015-01-13,104.7564
2015-01-12,104.606
2015-01-09,104.4215
2015-01-08,104.3631
2015-01-07,104.3114
2015-01-06,104.2328
2015-01-05,104.2872
2015-01-02,104.251
2015-01-01,104.2804
2014-12-31,104.2472
2014-12-30,104.1434
2014-12-29,104.0008
2014-12-26,104.4964
2014-12-24,104.477
2014-12-23,104.5009
2014-12-22,104.4133
2014-12-19,104.3271
2014-12-18,104.4037
2014-12-17,104.2601
2014-12-16,104.2643
2014-12-15,104.7586
2014-12-12,104.673
2014-12-11,104.5463
2014-12-10,104.4562
2014-12-09,104.5058
2014-12-08,104.4286
2014-12-05,104.3432
2014-12-04,104.2938
2014-12-03,104.2927
2014-12-02,104.2563
2014-12-01,103.9853
2014-11-28,104.4795
2014-11-27,104.2987
2014-11-26,104.2771
2014-11-25,104.2539
2014-11-24,104.2003
2014-11-21,104.1334
2014-11-20,104.1112
2014-11-19,104.0741
2014-11-18,104.0451
2014-11-17,103.9782
2014-11-14,103.8357
2014-11-13,103.8212
2014-11-12,103.9314
2014-11-11,103.8824
2014-11-10,103.8667
2014-11-07,103.7266
2014-11-05,103.6688
2014-11-03,103.4314
2014-10-31,104.039
2014-10-30,103.89
2014-10-29,103.7688
2014-10-28,103.6982
2014-10-27,103.6072
2014-10-22,103.405
2014-10-21,103.334
2014-10-20,103.2318
2014-10-17,103.0867
2014-10-16,103.0686
2014-10-14,102.8877
2014-10-13,102.7601
2014-10-10,102.6752
2014-10-09,102.5541
2014-10-08,102.5906
2014-10-07,102.4948
2014-10-01,102.2728
2014-09-30,102.2453
2014-09-29,102.2429
2014-09-26,102.7778
2014-09-25,102.6505
2014-09-24,102.6096
2014-09-23,102.5731
2014-09-22,102.5448
2014-09-19,102.425
2014-09-18,102.3804
2014-09-17,102.2835
2014-09-16,102.2285
2014-09-15,102.2042
2014-09-12,102.1374
2014-09-11,102.1024
2014-09-10,102.0743
2014-09-09,101.9782
2014-09-08,102.0668
2014-09-05,101.9573
2014-09-04,101.9097
2014-09-03,101.8812
2014-09-02,101.8145
2014-09-01,102.6319
2014-08-28,102.5209
2014-08-27,102.4948
2014-08-26,102.4297
2014-08-25,102.3955
2014-08-22,102.3577
2014-08-21,102.32
2014-08-20,102.3387
2014-08-19,102.2817
2014-08-14,102.1417
2014-08-13,102.1009
2014-08-12,102.0155
2014-08-11,101.9927
2014-08-08,101.8972
2014-08-07,101.9166
2014-08-06,101.8642
2014-08-05,101.9409
2014-08-04,102.0278
2014-08-01,101.9507
2014-07-31,101.9722
2014-07-30,101.9251
2014-07-28,101.9358
2014-07-25,102.5122
2014-07-24,102.4918
2014-07-23,102.3771
2014-07-22,102.2796
2014-07-21,102.1931
2014-07-18,102.0762
2014-07-17,102.0405
2014-07-16,101.9637
2014-07-15,101.8923
2014-07-14,101.8216
2014-07-11,101.9425
2014-07-10,102.236
2014-07-09,102.2267
2014-07-08,102.201
2014-07-07,102.2029
2014-07-04,102.1488
2014-07-03,102.0969
2014-07-02,102.072
2014-06-30,101.9495
2014-06-27,102.4791
2014-06-26,102.4771
2014-06-25,102.4162
2014-06-24,102.3719
2014-06-23,102.3439
2014-06-20,102.3165
2014-06-19,102.3653
2014-06-18,102.4102
2014-06-17,102.4041
2014-06-16,102.4146
2014-06-13,102.4359
2014-06-12,102.3864
2014-06-11,102.3421
2014-06-10,102.3438
2014-06-09,102.3426
2014-06-06,102.2137
2014-06-05,102.1303
2014-06-04,102.0063
2014-06-03,101.9123
2014-06-02,101.7348
2014-05-30,102.4648
2014-05-29,102.3805
2014-05-28,102.3303
2014-05-27,102.3178
2014-05-26,102.2622
2014-05-23,102.2175
2014-05-22,102.0475
2014-05-21,101.9661
2014-05-20,101.8909
2014-05-19,101.8851
2014-05-16,101.8795
2014-05-15,101.6817
2014-05-13,101.5921
2014-05-12,101.5975
2014-05-09,101.4711
2014-05-08,101.3734
2014-05-07,101.3554
2014-05-06,101.3356
2014-05-05,101.3135
2014-05-02,101.1271
2014-04-30,101.0362
2014-04-29,100.9451
2014-04-28,100.8637
2014-04-25,101.7912
2014-04-23,101.731
2014-04-22,101.6669
2014-04-21,101.5001
2014-04-17,101.3287
2014-04-16,101.3348
2014-04-15,101.2558
2014-04-11,101.1582
2014-04-10,101.0731
2014-04-09,101.0583
2014-04-07,101.0372
2014-04-04,100.9856
2014-04-03,101.0281
2014-04-02,101.0132
2014-03-31,101.1043
2014-03-28,101.0083
2014-03-27,100.7994
2014-03-26,100.7695
2014-03-25,100.8067
2014-03-24,100.6827
2014-03-21,100.5894
2014-03-20,100.4836
2014-03-19,100.4781
2014-03-18,100.4495
2014-03-14,100.3476
2014-03-13,100.3126
2014-03-12,100.2511
2014-03-11,100.2481
2014-03-10,100.2481
2014-03-07,100.2481
2014-03-06,100.2481
2014-03-05,100.2481
2014-03-04,100.2481
2014-03-03,100.2481
2014-02-28,100.2481
2014-02-26,100.2481
2014-02-25,100.2481
2014-02-24,100.2481
2014-02-21,100.2481
2014-02-20,100.2481
2014-02-18,100.2481
2014-02-17,100.2481
2014-02-14,100.2481
2014-02-13,100.2481
2014-02-12,100.2481
2014-02-11,100.2481
2014-02-10,100.2481
2014-02-07,100.2481
2014-02-06,100.2481
2014-02-05,100.2481
2014-02-04,100.2481
2014-02-03,100.2481
2014-01-31,100.2481
2014-01-30,100.2481
2014-01-29,100.2481
2014-01-28,100.2481
2014-01-27,100.2481
2014-01-24,100.2481
2014-01-23,100.2481
2014-01-22,100.2481
2014-01-21,100.2481
2014-01-20,100.2481
2014-01-17,100.2481
2014-01-16,100.2481
2014-01-15,100.2481
2014-01-13,100.2481
2014-01-10,100.2481
2014-01-09,100.2481
2014-01-08,100.2481
2014-01-07,100.2481
2014-01-06,100.2481
2014-01-03,100.2481
2014-01-02,100.2481
2014-01-01,100.2481
2013-12-31,100.2481
2013-12-30,100.2481
2013-12-27,100.2481
2013-12-26,100.2481
2013-12-24,100.2481
2013-12-23,100.2481
2013-12-20,100.2481
2013-12-19,100.2481
2013-12-18,100.2481
2013-12-17,100.2481
2013-12-16,100.2481
2013-12-13,100.2381
2013-12-12,100.2481
2013-12-11,100.2481
2013-12-10,100.2481
2013-12-09,100.2481
2013-12-06,100.2481
2013-12-05,100.2481
2013-12-04,100.2481
2013-12-03,100.2481
2013-12-02,100.2481
2013-11-29,100.2481
2013-11-28,100.2481
2013-11-27,100.2481
2013-11-26,100.2481
2013-11-25,100.2481
2013-11-22,100.2481
2013-11-21,100.2481
2013-11-20,100.2481
2013-11-19,100.2481
2013-11-18,100.2481
2013-11-14,100.2481
2013-11-13,100.2481
2013-11-12,100.2481
2013-11-11,100.2481
2013-11-08,100.2481
2013-11-07,100.2321
2013-11-06,100.2481
2013-11-05,100.2481
2013-11-01,100.2481
2013-10-31,100.2481
2013-10-30,100.2481
2013-10-29,100.2481
2013-10-28,100.2481
2013-10-25,100.2481
2013-10-24,100.2481
2013-10-23,100.2481
2013-10-22,100.2481
2013-10-21,100.2481
2013-10-18,100.2481
2013-10-17,100.2481
2013-10-15,100.2481
2013-10-14,100.2481
2013-10-11,100.2481
2013-10-10,100.2481
2013-10-09,100.2481
2013-10-08,100.2481
2013-10-07,100.2481
2013-10-04,100.2481
2013-10-03,100.2481
2013-10-01,100.2481
2013-09-30,100.2481
2013-09-27,100.2481
2013-09-26,100.2481
2013-09-25,100.2481
2013-09-24,100.2481
2013-09-23,100.2481
2013-09-20,100.2481
2013-09-19,100.2481
2013-09-18,100.2481
2013-09-17,100.2481
2013-09-16,100.2481
2013-09-13,100.2481
2013-09-12,100.2481
2013-09-11,100.2481
2013-09-10,100.2481
2013-09-06,100.2481
2013-09-05,100.2481
2013-09-04,100.2481
2013-09-03,100.2481
2013-09-02,100.2481
2013-08-30,100.2481
2013-08-29,100.235
2013-08-28,100.2318
2013-08-27,100.2481
2013-08-26,100.2481
2013-08-23,100.2481
2013-08-22,100.2481
2013-08-21,100.2481
2013-08-20,100.2481
2013-08-19,100.2481
2013-08-16,100.2481
2013-08-14,100.2481
2013-08-13,100.2481
2013-08-12,100.2481
2013-08-08,100.2481
2013-08-07,100.2481
2013-08-06,100.2481
2013-08-05,100.2481
2013-08-02,100.1361
2013-08-01,100.087
2013-07-31,100.0345
2013-07-30,100.017
2013-07-29,99.9858
2013-07-26,99.8904
2013-07-25,99.8339
2013-07-24,99.7612
2013-07-23,99.9653
2013-07-22,100.0558
2013-07-19,99.9973
2013-07-18,99.9801
2013-07-17,99.8369
2013-07-16,99.742
2013-07-15,100.2481
2013-07-12,100.2481
2013-07-11,100.2481
2013-07-10,100.2481
2013-07-09,100.2481
2013-07-08,100.2481
2013-07-05,100.2481
2013-07-04,100.2481
2013-07-03,100.2481
2013-07-02,100.2481
2013-06-28,100.2481
2013-06-27,100.2481
2013-06-26,100.2481
2013-06-25,100.2481
2013-06-24,100.2481
2013-06-21,100.2481
2013-06-20,100.2481
2013-06-19,100.2481
2013-06-18,100.2481
2013-06-17,100.2481
2013-06-14,100.2481
2013-06-13,100.2481
2013-06-12,100.2481
2013-06-11,100.2481
2013-06-10,100.2481
2013-06-07,100.2481
2013-06-06,100.2481
2013-06-05,100.2481
2013-06-04,100.2481
2013-06-03,100.2481
2013-05-31,100.2481
2013-05-30,100.2481
2013-05-29,100.2481
2013-05-28,100.2481
2013-05-27,100.2481
2013-05-24,100.2481
2013-05-23,100.2481
2013-05-22,100.2481
2013-05-21,100.2481
2013-05-20,100.2481
2013-05-17,100.2481
2013-05-16,100.22
2013-05-15,100.2292
2013-05-14,100.1999
2013-05-13,100.1947
2013-05-10,100.2042
2013-05-09,100.2137
2013-05-08,100.2036
2013-05-07,100.1971
2013-05-06,100.2973
2013-05-03,100.2255
2013-05-02,100.2797
2013-04-30,100.191
2013-04-29,100.1871
2013-04-26,100.1841
2013-04-25,100.1764
2013-04-23,100.1712
2013-04-22,100.1616
2013-04-18,100.1876
2013-04-17,100.1413
2013-04-16,100.181
2013-04-15,100.1463
2013-04-12,100.1089
2013-04-10,100.055
2013-04-09,100.0758
2013-04-08,100.097
2013-04-05,100.1526
2013-04-04,100.1702
2013-04-03,100.11
2013-04-02,100.1746
2013-03-28,100.055
2013-03-26,100.0588
2013-03-25,100.055
2013-03-22,100.0863
2013-03-21,100.0701
2013-03-20,100.055
2013-03-19,100.055
2013-03-18,100.055
2013-03-15,100.055
2013-03-14,100.055
2013-03-13,100.055
2013-03-12,100.055
2013-03-11,100.055
2013-03-08,100.055
2013-03-07,100.055
2013-03-06,100.055
2013-03-05,100.055
2013-03-04,100.055
2013-03-01,100.055
2013-02-28,100.055
2013-02-27,100.055
2013-02-26,100.055
2013-02-25,100.055
2013-02-22,100.055
2013-02-21,100.055
2013-02-20,100.055
2013-02-18,100.055
2013-02-15,100.055
2013-02-14,100.055
2013-02-13,100.055
2013-02-12,100.055
2013-02-11,100.055
2013-02-08,100.055
2013-02-07,100.055
2013-02-06,100.055
2013-02-05,100.055
2013-02-04,100.055
2013-02-01,100.055
2013-01-31,100.055
2013-01-30,100.055
2013-01-29,100.055
2013-01-28,100.055
2013-01-24,100.055
2013-01-23,100.055
2013-01-22,100.055
2013-01-21,100.055
2013-01-18,100.055
2013-01-17,100.055
2013-01-16,100.055
2013-01-15,100.055
2013-01-14,100.055
2013-01-11,100.055
2013-01-10,100.055
2013-01-09,100.055
2013-01-08,100.055
2013-01-07,100.055
2013-01-04,100.055
2013-01-03,100.055
2013-01-02,100.055
